neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,latitude,longitude
Unknown,78745,Entire home/apt,300,2,2,30.20433,-97.82342
Unknown,"Eastland Gardens, Kenilworth",Entire home/apt,150,31,1,38.91046,-76.94193
Manhattan,Theater District,Private room,86,30,172,40.75893,-73.98384
Unknown,Hallandale Beach,Entire home/apt,125,1,0,25.98635,-80.12332
Unknown,East Palo Alto,Private room,55,4,41,37.46299,-122.14383
Unknown,78734,Entire home/apt,404,3,1,30.36934552875153,-97.91578851656752
City of Los Angeles,Winnetka,Private room,80,30,0,34.20568,-118.5706
Providence,Providence,Entire home/apt,153,2,107,41.8242,-71.40584
Unknown,28805,Entire home/apt,75,90,160,35.58712,-82.49266
Manhattan,Midtown,Entire home/apt,200,30,0,40.75565,-73.96725
Unknown,College Area,Private room,31,4,48,32.77025,-117.04637
Unknown,Hallandale Beach,Entire home/apt,86,26,0,25.98518,-80.12736
Unknown,Fort Lauderdale,Entire home/apt,200,4,58,26.18015,-80.09637
Unknown,Mission Valley,Private room,48,30,4,32.77325,-117.1474
Unknown,Overlook,Entire home/apt,64,1,25,45.56404,-122.68789
Unknown,Plantation,Entire home/apt,105,28,32,26.12996,-80.31938
Unknown,Unincorporated Areas,Private room,1780,1,0,36.1101404,-115.1717429
Unknown,Ward 7,Entire home/apt,95,2,37,44.918655,-123.064087
Unknown,Parkside,Entire home/apt,145,1,424,37.74031,-122.47744
Unknown,District 14,Entire home/apt,259,1,20,36.17802,-86.61626
Unknown,District 21,Entire home/apt,411,2,0,36.15494,-86.81855
Brooklyn,Bedford-Stuyvesant,Private room,137,30,15,40.68469,-73.95183
Unknown,78748,Entire home/apt,118,2,38,30.15155069999999,-97.8184292
Unknown,French Quarter,Hotel room,339,1,48,29.9573,-90.06973
Other Cities,Lancaster,Entire home/apt,9,1,8,34.69046,-118.30069
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16303989545872,-118.45454884440566
Unknown,West End,Entire home/apt,301,75,14,42.36456,-71.06923
City of Los Angeles,Woodland Hills,Entire home/apt,325,30,0,34.17107,-118.61133
Brooklyn,Brighton Beach,Entire home/apt,200,30,25,40.5768,-73.95472
Unknown,Serra Mesa,Entire home/apt,331,3,57,32.79985,-117.12814
Unknown,78702,Entire home/apt,144,1,167,30.26046,-97.72414
Bronx,Edenwald,Private room,86,30,0,40.89004,-73.84259
Unknown,City Heights East,Entire home/apt,129,1,33,32.73455,-117.09575
Unknown,Mountain View,Entire home/apt,90,2,5,37.38580810000001,-122.0766296
City of Los Angeles,Mount Washington,Entire home/apt,125,30,7,34.09902,-118.22684
Unknown,Pacific Grove,Entire home/apt,481,2,209,36.62695,-121.91939
Other Cities,West Hollywood,Entire home/apt,1161,1,0,34.085353382083554,-118.37829283100064
Queens,Woodside,Private room,119,1,1,40.74125,-73.89283
Manhattan,Financial District,Entire home/apt,333,2,35,40.71111,-74.00902
Unknown,Fort Lauderdale,Entire home/apt,132,183,0,26.14827,-80.15108
Unknown,City of Capitola,Entire home/apt,388,2,92,36.97228,-121.95522
Unknown,Fort Lauderdale,Entire home/apt,151,1,10,26.0875751601516,-80.15753209590912
Unknown,Berkeley,Entire home/apt,100,1,21,39.78358,-105.03684
Unknown,28806,Entire home/apt,274,1,223,35.56732,-82.56913
Beacon Hill,North Beacon Hill,Entire home/apt,335,1,16,47.57257,-122.31347
Other neighborhoods,Green Lake,Entire home/apt,90,1,745,47.67463,-122.33147
City of Los Angeles,Pico-Robertson,Entire home/apt,150,1,0,34.06062,-118.38354
Manhattan,Upper West Side,Entire home/apt,119,30,1,40.79253,-73.97617
Brooklyn,Sunset Park,Private room,38,30,0,40.64878,-74.01001
Brooklyn,Greenpoint,Private room,168,2,6,40.73066,-73.95369
Unknown,District 7,Entire home/apt,130,30,0,36.20235,-86.73514
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,30,1,40.691,-73.95362
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16427486589982,-118.45455787481762
Manhattan,Chelsea,Entire home/apt,325,30,19,40.73978,-73.99928
University District,University District,Entire home/apt,99,30,2,47.65902,-122.31597
Unknown,Mission Bay,Entire home/apt,466,3,25,32.78525,-117.25235
Unknown,Edgewater,Private room,39,20,45,41.99103,-87.66166
Capitol Hill,Stevens,Entire home/apt,219,30,52,47.62299,-122.29992
Unknown,West Town,Private room,81,1,143,41.8977,-87.66315
Other Cities,West Hollywood,Entire home/apt,169,30,0,34.08941,-118.34962
Brooklyn,South Slope,Entire home/apt,395,6,2,40.66424,-73.98685
Unknown,Eastmont Hills,Entire home/apt,59,14,8,37.76557,-122.1592
Unknown,Near West Side,Entire home/apt,276,32,0,41.883056,-87.65131389999999
Unknown,Touro,Entire home/apt,92,30,30,29.9228,-90.09779
Unknown,District 19,Entire home/apt,174,2,180,36.15116,-86.78467
Manhattan,Washington Heights,Entire home/apt,332,4,97,40.834026,-73.939507
Unincorporated Areas,Altadena,Private room,70,3,70,34.18314,-118.1522
Unknown,District 7,Entire home/apt,108,2,389,36.24255,-86.71009
Unknown,78748,Entire home/apt,142,1,12,30.17215,-97.83337
Unknown,Parkside,Private room,57,30,12,37.74462,-122.48958
Unknown,Unincorporated Areas,Entire home/apt,5000,5,0,35.9934,-115.14507
Unknown,La Jolla,Entire home/apt,1650,5,14,32.8558235168457,-117.25277709960938
City of Los Angeles,Sherman Oaks,Private room,79,30,0,34.16414,-118.45514
Unknown,Unincorporated Areas,Private room,222,1,2,36.1076125294973,-115.161595914536
Unknown,District 19,Entire home/apt,158,1,130,36.181835,-86.79023
Unknown,School,Entire home/apt,70,1,14,37.79545,-122.21437
Other Cities,Downey,Entire home/apt,310,30,5,33.93032,-118.1375
Unknown,Daly City,Entire home/apt,160,2,19,37.69079,-122.45432
Unknown,District 21,Entire home/apt,297,1,14,36.15362,-86.82052
Unknown,Unincorporated Areas,Entire home/apt,236,2,21,36.11757,-115.16323
Unknown,Gert Town,Entire home/apt,175,2,72,29.95424,-90.1004
Other neighborhoods,Wallingford,Entire home/apt,104,30,5,47.66221,-122.34117
Unknown,78745,Entire home/apt,312,1,0,30.204923367497184,-97.78624596368708
Unknown,City of North Las Vegas,Entire home/apt,116,30,4,36.2575095,-115.1666599
Manhattan,Upper East Side,Entire home/apt,250,1,3,40.77058,-73.95278
Unknown,Lauderdale Lakes,Private room,45,2,108,26.17744,-80.19361
Manhattan,Chinatown,Entire home/apt,110,4,77,40.71602,-73.99447
Unknown,Fort Lauderdale,Entire home/apt,400,2,18,26.08431,-80.16238
Unknown,Miramar,Private room,68,2,89,25.98201,-80.2328
City of Los Angeles,Woodland Hills,Entire home/apt,155,1,31,34.16214205184597,-118.62316929062231
Unknown,Unincorporated Areas,Entire home/apt,1000,2,0,36.10943,-115.16822
City of Los Angeles,Hollywood,Entire home/apt,142,1,331,34.09515,-118.34472
Unknown,City of Las Vegas,Private room,595,1,0,36.17152,-115.14737
Unknown,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,396,1,163,38.93393,-77.02541
Unknown,District 19,Entire home/apt,171,2,4,36.14796,-86.79453
Unknown,Austin,Private room,38,3,31,41.88397,-87.76567
Unknown,Mission,Private room,75,30,106,37.75443,-122.41732
Unknown,Seventh Ward,Entire home/apt,128,3,3,29.97799,-90.07146
Unknown,La Jolla,Entire home/apt,203,1,79,32.84409,-117.2761
City of Los Angeles,Woodland Hills,Entire home/apt,599,30,0,34.14884,-118.59814
Unknown,District 21,Entire home/apt,228,1,58,36.1575,-86.81608
Unknown,"Shaw, Logan Circle",Entire home/apt,1040,2,187,38.91395,-77.02558
Other Cities,Alhambra,Private room,105,1,22,34.08759,-118.15039
Central Area,Atlantic,Entire home/apt,280,2,0,47.60106,-122.29858
Unknown,Hollywood,Entire home/apt,261,1,8,25.98766,-80.12009
Unknown,San Jose,Entire home/apt,800,1,0,37.34008,-121.89921
Unknown,78701,Entire home/apt,130,2,4,30.25842,-97.73991
Unknown,Globeville,Entire home/apt,256,3,2,39.77621206207597,-104.98262893388711
Unknown,District 2,Entire home/apt,258,1,90,36.19413,-86.778336
Unknown,Santa Clara,Private room,75,30,1,37.39668,-121.96502
Queens,Jamaica,Entire home/apt,118,2,8,40.70591,-73.80026
Unknown,District 5,Entire home/apt,381,31,19,36.20334,-86.74152
City of Los Angeles,Downtown,Private room,274,1,317,34.03972,-118.25852
Other Cities,Diamond Bar,Private room,69,3,2,34.00464,-117.80416
Unknown,Del Mar Heights,Entire home/apt,366,1,28,32.93725,-117.25713
Unknown,Unincorporated Areas,Entire home/apt,133,1,6,36.10669,-115.16784
Other Cities,Glendale,Entire home/apt,156,3,3,34.14782,-118.25272
Unknown,Hyde Park,Private room,74,91,0,42.2611332,-71.1158162
Other Cities,Inglewood,Private room,90,31,0,33.95968,-118.35811
Unknown,78704,Entire home/apt,926,3,50,30.23657,-97.74623
Unknown,Deerfield Beach,Private room,134,2,2,26.31048,-80.07614
Other Cities,Hermosa Beach,Entire home/apt,200,29,5,33.8591,-118.39692
City of Los Angeles,Sherman Oaks,Entire home/apt,1052,30,2,34.16251,-118.45662
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16245,-118.4547
Unknown,Palo Alto,Entire home/apt,86,2,3,37.41917075596614,-122.1243001695013
Other Cities,Monterey Park,Private room,900,1,0,34.06927,-118.11358
Unknown,West Town,Shared room,69,32,67,41.89171,-87.66237
Unknown,Unincorporated Areas,Entire home/apt,305,2,0,36.10673,-115.11152
Ballard,West Woodland,Entire home/apt,89,2,348,47.66469,-122.36707
Unknown,Central Business District,Entire home/apt,329,3,86,29.95308,-90.06873
Manhattan,Chelsea,Entire home/apt,250,30,0,40.74815,-73.99417
City of Los Angeles,Exposition Park,Entire home/apt,375,30,0,34.02089439473995,-118.29558795024244
Manhattan,Midtown,Private room,1337,1,0,40.764735605917,-73.9773830117433
City of Los Angeles,Venice,Entire home/apt,82,31,24,33.98741,-118.46817
Queens,Astoria,Entire home/apt,110,30,1,40.75824,-73.9202
Unknown,Portland Downtown,Entire home/apt,250,30,0,45.5105996322778,-122.67581796478864
Manhattan,Midtown,Entire home/apt,1000,10,3,40.74195,-73.98348
Bronx,Mott Haven,Entire home/apt,154,3,42,40.80836,-73.91417
Unknown,Near North/University,Entire home/apt,137,2,21,40.01439,-82.99686
Unknown,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,239,3,166,38.90593,-76.99748
Queens,Kew Gardens Hills,Private room,129,5,0,40.72992,-73.82669
Unknown,Mattapan,Entire home/apt,197,2,9,42.27099,-71.09102
Unknown,Near North/University,Entire home/apt,97,2,99,39.98857,-83.00744
Unincorporated Areas,Angeles Crest,Private room,257,1,166,34.36541,-117.65547
Unknown,Unincorporated Areas,Entire home/apt,57,1,5,36.09224,-115.10735
Queens,Richmond Hill,Private room,73,3,92,40.69691,-73.81586
Unknown,Park West,Entire home/apt,118,1,162,32.72604,-117.15998
Other Cities,Santa Monica,Entire home/apt,85,31,16,34.00959,-118.49415
Other Cities,Long Beach,Private room,72,31,5,33.76903,-118.19196
City of Los Angeles,Highland Park,Entire home/apt,50,30,2,34.11456,-118.18068
Unknown,"Mayfair, Hillbrook, Mahaning Heights",Private room,30,2,13,38.89293,-76.94166
Unknown,San Jose,Entire home/apt,91,1,27,37.29094,-121.98736
Unknown,78737,Entire home/apt,137,5,138,30.22164,-97.89732
Queens,Kew Gardens Hills,Entire home/apt,141,2,50,40.71673,-73.81687
Unknown,Unincorporated Areas,Entire home/apt,133,20,0,36.09549,-115.24125
Unknown,Near South Side,Entire home/apt,233,2,2,41.8541152,-87.6227943
Unknown,"Union Station, Stanton Park, Kingman Park",Entire home/apt,80,31,90,38.89592,-76.99125
Unknown,Regis,Entire home/apt,199,3,24,39.78606,-105.04065
Unknown,"Capitol View, Marshall Heights, Benning Heights",Entire home/apt,80,2,19,38.87692,-76.93638
Unknown,28715,Entire home/apt,116,2,152,35.5156,-82.64924
Unknown,Lake View,Entire home/apt,116,32,0,41.937821,-87.6508314
Unknown,78701,Entire home/apt,137,1,171,30.27967,-97.74494
Other Cities,Culver City,Entire home/apt,180,30,0,33.9937412,-118.3885826
Unknown,Glen Park,Entire home/apt,97,30,0,37.73531,-122.431694
Unknown,Hollywood,Private room,50,2,26,26.03172,-80.15455
City of Los Angeles,Koreatown,Entire home/apt,120,30,3,34.07297,-118.29793
Other Cities,West Hollywood,Entire home/apt,99,3,1,34.09202,-118.349
Unknown,Mission Bay,Entire home/apt,395,4,7,32.776,-117.25291
Unknown,District 11,Entire home/apt,90,90,1,36.2560143,-86.6501079
Unknown,28803,Entire home/apt,300,2,7,35.57205,-82.54442
Queens,Ditmars Steinway,Private room,69,4,39,40.77736,-73.90878
City of Los Angeles,Historic South-Central,Entire home/apt,50,150,0,34.030809281734484,-118.26570008339831
City of Los Angeles,Westlake,Entire home/apt,161,31,0,34.05511,-118.26869
Brooklyn,Clinton Hill,Entire home/apt,425,2,13,40.68838,-73.96725
Washington,Narragansett,Entire home/apt,395,7,0,41.45595,-71.4427
Unknown,San Jose,Entire home/apt,127,3,16,37.29963,-121.9502
Unknown,Burlingame,Private room,200,3,0,37.58396,-122.36024
Manhattan,Upper West Side,Private room,152,7,85,40.80062,-73.96219
Unknown,District 19,Entire home/apt,223,1,11,36.181835,-86.79023
Brooklyn,Sunset Park,Entire home/apt,195,3,50,40.66206,-73.99336
Unknown,San Mateo,Private room,60,2,8,37.56498,-122.30297
Unknown,Deerfield Beach,Entire home/apt,131,1,8,26.31927,-80.07751
Lake City,Cedar Park,Entire home/apt,129,1,190,47.73197,-122.28929
Newport,Middletown,Private room,101,1,54,41.50482,-71.29813
Unknown,78704,Entire home/apt,132,30,0,30.25498,-97.74672
Unknown,Hallandale Beach,Entire home/apt,475,4,6,25.98589,-80.13605
Unknown,Daly City,Entire home/apt,279,30,0,37.66111,-122.46644
Unknown,North Center,Entire home/apt,179,3,21,41.94226,-87.67901
City of Los Angeles,Palms,Entire home/apt,471,6,3,34.01798,-118.41585
Unknown,West Town,Entire home/apt,250,180,0,41.90312,-87.68846
Unknown,Hennepin,Entire home/apt,42,1,8,45.01779,-93.22863
Other Cities,Malibu,Entire home/apt,295,2,17,34.04274,-118.73878
Other Cities,West Covina,Private room,55,1,17,34.0691,-117.90567
Unknown,Unincorporated Areas,Private room,368,1,0,36.115128,-115.172043
Central Area,Mann,Entire home/apt,82,2,15,47.61171,-122.29756
Unknown,City of Las Vegas,Entire home/apt,378,2,4,36.21991,-115.30906
Other Cities,Hawthorne,Private room,58,5,4,33.91749,-118.33699
Brooklyn,Crown Heights,Private room,43,30,0,40.67367,-73.95451
Brooklyn,Cypress Hills,Private room,58,3,29,40.68292,-73.89325
Unknown,28804,Entire home/apt,97,2,31,35.65461,-82.58075
Unknown,South End,Entire home/apt,105,3,36,42.34773,-71.07077
Unknown,Baker,Entire home/apt,84,29,8,39.72249,-104.99384
City of Los Angeles,Hollywood,Entire home/apt,200,30,0,34.10278253744927,-118.3479789060314
Brooklyn,Crown Heights,Entire home/apt,350,30,0,40.6661,-73.94172
Unknown,Hallandale Beach,Entire home/apt,80,5,0,25.98982,-80.14204
Unknown,Stapleton,Entire home/apt,265,30,11,39.75792,-104.88909
Unknown,"Brightwood Park, Crestwood, Petworth",Entire home/apt,65,31,0,38.94837,-77.01926
Unknown,Mcdonogh,Entire home/apt,161,3,7,29.94623669062105,-90.05164517020977
Unknown,Allied Gardens,Entire home/apt,728,1,8,32.81771,-117.08707
Unknown,78751,Shared room,27,30,4,30.31844,-97.73097
West Seattle,Alki,Entire home/apt,357,1,41,47.57762,-122.41152
Unknown,Longfellow,Private room,50,7,9,37.83413,-122.27619
Unknown,Mission Bay,Entire home/apt,1171,3,29,32.789234,-117.2547
Unknown,District 5,Entire home/apt,413,2,4,36.18535,-86.76455
Unknown,Treme - Lafitte,Entire home/apt,114,1,29,29.96434,-90.06646
Unknown,Brighton,Entire home/apt,372,2,1,42.34668,-71.14492
Unknown,Five Points,Entire home/apt,111,31,0,39.75847,-104.9895
Unknown,28804,Entire home/apt,89,1,1,35.62893,-82.51712
Unknown,Irving Park,Entire home/apt,285,2,0,41.945398634483766,-87.73423025205746
Unincorporated Areas,Marina del Rey,Entire home/apt,316,1,0,33.977667799061194,-118.46019755252205
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,394,2,194,38.88375,-77.00488
Unknown,78745,Entire home/apt,173,1,5,30.209304605091244,-97.785586
Brooklyn,Bushwick,Private room,300,2,3,40.69837,-73.91916
Unknown,Mission Bay,Entire home/apt,139,3,38,32.77635,-117.25147
Unknown,"Capitol Hill, Lincoln Park",Private room,61,1,146,38.89141,-76.987
Manhattan,Upper West Side,Entire home/apt,139,30,6,40.78044,-73.97622
Unknown,78741,Entire home/apt,313,3,1,30.24401,-97.72731
Other Cities,Long Beach,Entire home/apt,131,1,23,33.7700641,-118.1594672
City of Los Angeles,Silver Lake,Entire home/apt,114,30,33,34.07805,-118.28186
Unknown,Mountain View,Entire home/apt,240,1,5,37.392303,-122.09397
Unknown,Lower West Side,Private room,48,28,3,41.85697,-87.68348
Unknown,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,175,1,28,38.90836,-76.98422
Queens,Elmhurst,Private room,45,5,48,40.72815,-73.87875
Unknown,Unincorporated Areas,Private room,104,1,27,36.03248,-115.20883
Unknown,Uptown,Entire home/apt,57,32,12,41.95632,-87.64836
Unknown,Mattapan,Entire home/apt,155,3,0,42.2718741,-71.0983151
Unknown,Hennepin,Entire home/apt,570,4,24,44.96165,-93.31287
Unknown,City of Las Vegas,Entire home/apt,89,30,6,36.18524,-115.24001
Unknown,Unincorporated Areas,Entire home/apt,397,2,2,36.09811,-115.16752
Unknown,78724,Entire home/apt,200,29,2,30.31443,-97.65718
Unknown,Bridgeport,Entire home/apt,46,32,2,41.83768,-87.65824
Manhattan,Harlem,Private room,33,30,0,40.8167334682543,-73.9437922111337
Unknown,Hallandale Beach,Private room,567,1,2,25.98631,-80.12039
Unknown,Back Bay,Entire home/apt,239,1,25,42.34786,-71.08623
Unknown,Mira Mesa,Private room,59,2,70,32.92396,-117.1264
Unknown,Hennepin,Entire home/apt,90,30,2,44.9572,-93.27191
Unknown,Mira Mesa,Entire home/apt,150,10,65,32.90904,-117.16347
Queens,Ditmars Steinway,Private room,35,30,2,40.77464,-73.91062
Unknown,28805,Entire home/apt,73,2,314,35.59638,-82.49332
Other Cities,Hermosa Beach,Entire home/apt,307,6,0,33.86727,-118.40077
Unknown,Unincorporated Areas,Private room,238,2,0,36.10534,-115.16979
Other neighborhoods,Laurelhurst,Entire home/apt,389,2,2,47.66504,-122.27228
Brooklyn,Canarsie,Entire home/apt,140,2,45,40.63249,-73.88925
Unknown,28801,Entire home/apt,300,4,1,35.60518,-82.54829
Unknown,Oakland Park,Private room,99,2,6,26.16778,-80.17096
Unknown,Unincorporated Areas,Private room,80,1,0,36.1122,-115.10035
Unknown,28806,Entire home/apt,165,1,5,35.61795,-82.60841
Manhattan,Midtown,Entire home/apt,329,30,0,40.752422473612704,-73.97360926641711
Other Cities,Diamond Bar,Entire home/apt,449,31,2,33.96944,-117.85429
Unknown,District 19,Entire home/apt,146,1,537,36.15053,-86.78961
Unknown,South Portland,Entire home/apt,93,31,1,45.49779,-122.67078
City of Los Angeles,Los Feliz,Entire home/apt,160,30,7,34.09843,-118.28173
Unknown,Lincoln Square,Entire home/apt,115,1,127,41.97798,-87.68467
Unknown,Dorchester,Entire home/apt,2688,2,6,42.309845,-71.063538
City of Los Angeles,Koreatown,Private room,120,30,0,34.06737,-118.29504
Unknown,North Hills,Entire home/apt,216,2,73,32.74318,-117.14341
Unknown,District 15,Entire home/apt,74,1,42,36.15478,-86.70774
Unknown,Five Points,Entire home/apt,179,31,0,39.7553,-104.99173
Unknown,Unincorporated Areas,Private room,226,2,3,36.10734,-115.17171
Bronx,Williamsbridge,Private room,60,30,0,40.88309,-73.85824
Unknown,Woodlawn,Entire home/apt,69,3,69,45.57014,-122.65646
City of Los Angeles,Los Feliz,Entire home/apt,185,30,148,34.1057,-118.28365
Unknown,Unincorporated Areas,Entire home/apt,131,1,257,36.13079,-115.23244
Unknown,Mountain View,Private room,240,1,7,37.37956,-122.08736
Manhattan,Chelsea,Private room,200,4,2,40.74316,-73.99816
